id,x,y,class,file,thumbnail
10000,-0.5583620089174732,10.230015398833014,-1,img/10000.jpg,img/thumbs/10000.jpg
10011,0.8163068608146858,-1.000267909620377,-1,img/10011.jpg,img/thumbs/10011.jpg
10087,-0.5927860111651346,9.421628479735636,-1,img/10087.jpg,img/thumbs/10087.jpg
10096,6.2620319032504375,-10.72133471101788,-1,img/10096.jpg,img/thumbs/10096.jpg
10126,1.0846441368924362,-0.4523861391384953,-1,img/10126.jpg,img/thumbs/10126.jpg
10156,-9.41453222487803,-7.810728636562903,-1,img/10156.jpg,img/thumbs/10156.jpg
10158,-1.9964178876636676,-0.978747351296748,-1,img/10158.jpg,img/thumbs/10158.jpg
10214,7.785101492547722,1.626135577446923,-1,img/10214.jpg,img/thumbs/10214.jpg
10314,5.961704228316897,7.87312335173454,-1,img/10314.jpg,img/thumbs/10314.jpg
10339,-0.6230361878601821,8.950499426399483,-1,img/10339.jpg,img/thumbs/10339.jpg
10357,-4.2319252752194405,7.0170552198853695,-1,img/10357.jpg,img/thumbs/10357.jpg
10379,-3.032918954659356,0.06820318990045683,-1,img/10379.jpg,img/thumbs/10379.jpg
10408,-5.684732454396775,5.294910285431736,-1,img/10408.jpg,img/thumbs/10408.jpg
10450,10.79815820695443,-7.66460548616954,-1,img/10450.jpg,img/thumbs/10450.jpg
10456,-1.4630834187997244,0.6130579657494094,-1,img/10456.jpg,img/thumbs/10456.jpg
10457,-7.066823913410729,3.097979933376279,-1,img/10457.jpg,img/thumbs/10457.jpg
10459,3.5631662245739144,4.7472292429183245,-1,img/10459.jpg,img/thumbs/10459.jpg
10479,-2.079207726144628,-3.747272066733002,-1,img/10479.jpg,img/thumbs/10479.jpg
10497,-1.7442055089032842,-2.4382970124721224,-1,img/10497.jpg,img/thumbs/10497.jpg
10498,4.622730048488838,7.360726238122805,-1,img/10498.jpg,img/thumbs/10498.jpg
10517,-1.3169291264786864,1.1932897472087958,-1,img/10517.jpg,img/thumbs/10517.jpg
10518,-3.5234564315957253,3.5342000511084493,-1,img/10518.jpg,img/thumbs/10518.jpg
10520,0.5430291087965743,9.283018876250313,-1,img/10520.jpg,img/thumbs/10520.jpg
10521,-7.462271499560466,2.0525267229691377,-1,img/10521.jpg,img/thumbs/10521.jpg
10535,3.850085108625235,-5.500541907088506,-1,img/10535.jpg,img/thumbs/10535.jpg
10537,1.1972961946377776,-5.4745929640026265,-1,img/10537.jpg,img/thumbs/10537.jpg
10584,-1.8241913717771423,-2.6209848924343984,-1,img/10584.jpg,img/thumbs/10584.jpg
10624,4.575564574343345,2.33179303167398,-1,img/10624.jpg,img/thumbs/10624.jpg
10625,-1.4047103905231408,-2.1536867593107565,-1,img/10625.jpg,img/thumbs/10625.jpg
10626,8.001033809088716,2.413597524527058,-1,img/10626.jpg,img/thumbs/10626.jpg
10627,10.444453496367904,-3.18812441144618,-1,img/10627.jpg,img/thumbs/10627.jpg
10668,9.685851715111582,-0.5532438737279591,-1,img/10668.jpg,img/thumbs/10668.jpg
10670,0.904257932851827,-4.248620057125216,-1,img/10670.jpg,img/thumbs/10670.jpg
10687,-4.929070841607449,1.8352240164779439,-1,img/10687.jpg,img/thumbs/10687.jpg
10709,-5.9785971552014106,2.2836833600119966,-1,img/10709.jpg,img/thumbs/10709.jpg
10816,1.8821367067697292,9.57940146704039,-1,img/10816.jpg,img/thumbs/10816.jpg
10845,-4.538046083317366,7.357849364205397,-1,img/10845.jpg,img/thumbs/10845.jpg
10846,0.5798563919670021,6.152820037245942,-1,img/10846.jpg,img/thumbs/10846.jpg
10885,-2.468377601569111,-9.119706344118816,-1,img/10885.jpg,img/thumbs/10885.jpg
10886,-3.521514225098927,-9.094921727378512,-1,img/10886.jpg,img/thumbs/10886.jpg
10913,-6.354617270840973,1.8000452383050265,-1,img/10913.jpg,img/thumbs/10913.jpg
10978,6.164646159532312,7.699060939866447,-1,img/10978.jpg,img/thumbs/10978.jpg
11077,-1.579944740715166,-7.675346221764481,-1,img/11077.jpg,img/thumbs/11077.jpg
11079,-1.5589992703219315,-7.6742734350663255,-1,img/11079.jpg,img/thumbs/11079.jpg
11081,-5.764449689325578,2.5107791530008634,-1,img/11081.jpg,img/thumbs/11081.jpg
11083,-1.5066063941552172,-7.701109612526265,-1,img/11083.jpg,img/thumbs/11083.jpg
11084,-1.4830829378979469,-7.666844248568404,-1,img/11084.jpg,img/thumbs/11084.jpg
11115,5.921495938893952,-9.962988430962634,-1,img/11115.jpg,img/thumbs/11115.jpg
11154,-6.497793809183535,-9.43389810371366,-1,img/11154.jpg,img/thumbs/11154.jpg
11223,-7.7207323225400435,0.6786697548357175,-1,img/11223.jpg,img/thumbs/11223.jpg
11226,-1.8443839400336144,-0.36229485913694165,-1,img/11226.jpg,img/thumbs/11226.jpg
11232,-0.9861247539083878,5.061602564497718,-1,img/11232.jpg,img/thumbs/11232.jpg
11316,1.3057845450290069,-8.432137073758211,-1,img/11316.jpg,img/thumbs/11316.jpg
11319,-5.441441341420448,1.6684835177340873,-1,img/11319.jpg,img/thumbs/11319.jpg
11324,-3.9560061378419666,6.985569398761063,-1,img/11324.jpg,img/thumbs/11324.jpg
11388,4.125858928264443,9.366798834006232,-1,img/11388.jpg,img/thumbs/11388.jpg
11391,2.9168405932114894,-4.854410554937766,-1,img/11391.jpg,img/thumbs/11391.jpg
11402,2.1833024803502354,9.413674223759978,-1,img/11402.jpg,img/thumbs/11402.jpg
11403,3.692819573858517,9.351996629395146,-1,img/11403.jpg,img/thumbs/11403.jpg
11412,-8.340660023315133,-2.1495137192921323,-1,img/11412.jpg,img/thumbs/11412.jpg
11416,-5.748292719274711,-6.775459071369097,-1,img/11416.jpg,img/thumbs/11416.jpg
11419,-6.3322011290156945,-0.7711575734034982,-1,img/11419.jpg,img/thumbs/11419.jpg
11445,-8.756423026521784,2.599186582224179,-1,img/11445.jpg,img/thumbs/11445.jpg
11449,-5.527657581441406,0.4429576071213021,-1,img/11449.jpg,img/thumbs/11449.jpg
11455,-5.484359195798055,0.5399332357284768,-1,img/11455.jpg,img/thumbs/11455.jpg
11457,-8.289662661450961,0.6180565590082109,-1,img/11457.jpg,img/thumbs/11457.jpg
11458,-8.735825835432054,2.613971202902718,-1,img/11458.jpg,img/thumbs/11458.jpg
11484,10.312441044734111,-3.548501430631866,-1,img/11484.jpg,img/thumbs/11484.jpg
11518,7.721531086356823,2.124477088813161,-1,img/11518.jpg,img/thumbs/11518.jpg
11521,11.073936267724509,-1.4625400932436847,-1,img/11521.jpg,img/thumbs/11521.jpg
11522,11.288584845203113,-6.981199847939306,-1,img/11522.jpg,img/thumbs/11522.jpg
11568,4.2775094466604,10.75983036750936,-1,img/11568.jpg,img/thumbs/11568.jpg
11637,-3.790776085822119,5.07914271215295,-1,img/11637.jpg,img/thumbs/11637.jpg
11731,-0.26352599814884825,4.490149763558873,-1,img/11731.jpg,img/thumbs/11731.jpg
